Country,Property Name,Latitude,Longitude,Connections,Mission,Topics
Russia,Vladivostok,43.115357,131.9093,US,"The United States has long sought a full and constructive relationship with Russia. Following the dissolution of the Soviet Union in 1991, the United States adopted a bipartisan strategy to facilitate cooperation on global issues and promote foreign investment and trade. In addition to ongoing Russian aggression in Georgia and Ukraine, Russia has demonstrated its willingness to undermine norms within the existing international system beyond traditional military campaigns to encompass a suite of tools that are used to gain influence. The United States has sought to deter further Russian aggression through the projection of strength and unity with U.S. allies, and by building resilience and reducing vulnerability among allies facing Russian pressure and coercion. The United States would like to move beyond the current low level of trust with Russia, stabilize our relationship, and cooperate where possible and when in core U.S. national security interests.","investment, trade, democracy, intelligence"
Russia,Yekaterinburg,56.833362,60.610115,US,"The United States has long sought a full and constructive relationship with Russia. Following the dissolution of the Soviet Union in 1991, the United States adopted a bipartisan strategy to facilitate cooperation on global issues and promote foreign investment and trade. In addition to ongoing Russian aggression in Georgia and Ukraine, Russia has demonstrated its willingness to undermine norms within the existing international system beyond traditional military campaigns to encompass a suite of tools that are used to gain influence. The United States has sought to deter further Russian aggression through the projection of strength and unity with U.S. allies, and by building resilience and reducing vulnerability among allies facing Russian pressure and coercion. The United States would like to move beyond the current low level of trust with Russia, stabilize our relationship, and cooperate where possible and when in core U.S. national security interests.","investment, trade, democracy, intelligence"
Rwanda,Kigali,-1.936231,30.077952,US,"The United States and the Republic of Rwanda enjoy a partnership that began in 1962 just after the Rwandan independence. This Rwanda-American partnership is deeply rooted in the shared ideals of our two countries. The U.S. Embassy in Kigali works together with the Republic of Rwanda to strengthen our partnership by advancing the key goals of regional stability, economic prosperity, and democratic transition within the Republic of Rwanda and in the Great Lakes region. Through its diplomatic and public activities, the U.S. Embassy seeks to ensure regional stability through our shared commitment to security organizations like UN Agencies, Great Lakes and East African security organizations.","regional stability, economic development, democracy"
Samoa,Apia,-13.831052,-171.769886,US,"The mission of the United States Embassy is to advance the interests of the United States, and to serve and protect U.S. citizens in Samoa. The Embassy engages the government and a range of organizations and individuals in Samoa to promote shared values. Among others, these include individual freedom, human rights and democracy and the rule of law.","freedom, human rights, democracy, rule of law"
Saudi Arabia,Dhahran,26.305276,50.154694,US,"The United States and Saudi Arabia share a common concern for regional security, oil exports and imports, and sustainable development. Close consultations between the U.S. and Saudi Arabia have developed on international, economic, and development issues such as the Middle East peace process and shared interests in the Gulf. The U.S. is Saudi Arabia's largest trading partner, and Saudi Arabia is the largest U.S. export market in the Middle East. The United States and Saudi Arabia have a history of technical and educational exchange which has benefited both nations, and the longstanding security relationship continues to be important. As the twenty-first century dawns, the vibrancy of the U.S.-Saudi relationship, based on multifaceted interests in the political, economic, business and humanitarian fields, remains secure.","regional stability, oil, sustainability, trade, exports, education, business"
Saudi Arabia,Jeddah,21.500841,39.166478,US,"The United States and Saudi Arabia share a common concern for regional security, oil exports and imports, and sustainable development. Close consultations between the U.S. and Saudi Arabia have developed on international, economic, and development issues such as the Middle East peace process and shared interests in the Gulf. The U.S. is Saudi Arabia's largest trading partner, and Saudi Arabia is the largest U.S. export market in the Middle East. The United States and Saudi Arabia have a history of technical and educational exchange which has benefited both nations, and the longstanding security relationship continues to be important. As the twenty-first century dawns, the vibrancy of the U.S.-Saudi relationship, based on multifaceted interests in the political, economic, business and humanitarian fields, remains secure.","regional stability, oil, sustainability, trade, exports, education, business"
Saudi Arabia,Riyadh,24.681255,46.620376,US,"The United States and Saudi Arabia share a common concern for regional security, oil exports and imports, and sustainable development. Close consultations between the U.S. and Saudi Arabia have developed on international, economic, and development issues such as the Middle East peace process and shared interests in the Gulf. The U.S. is Saudi Arabia's largest trading partner, and Saudi Arabia is the largest U.S. export market in the Middle East. The United States and Saudi Arabia have a history of technical and educational exchange which has benefited both nations, and the longstanding security relationship continues to be important. As the twenty-first century dawns, the vibrancy of the U.S.-Saudi relationship, based on multifaceted interests in the political, economic, business and humanitarian fields, remains secure.","regional stability, oil, sustainability, trade, exports, education, business"
Senegal,Dakar,14.75,-17.333333,US,"Senegal is one of our most important allies in Africa based on a long history of close cooperation and friendship. Together we have worked to promote human rights, disarmament, conflict resolution and peace-keeping missions on the African continent, and Senegal has been an invaluable partner in the fight against the scourge of HIV/AIDS and international terrorism.  USAID has devoted over $204 million (1998-2006) for programs to develop Senegal's private sector businesses, strengthen democracy and support health and education.  The Peace Corps has been working in Senegal since 1963.  At any given time, more than 230 volunteers are offering their talents to help Senegalese help themselves.","human rights, disarmament, peacekeeping, HIV/AIDS, health, education, business"
Serbia,Belgrade,44.772468,20.453434,US,"The United States and the Republic of Serbia enjoy a partnership that began over 130 years ago when the United States recognized the newly proclaimed independence of the Principality of Serbia. We are working to support Serbia's European integration by helping our Serbian partners build sustainable democratic institutions, strengthen Serbia's commitment to the rule of law, advance economic reforms, position Serbia to strengthen regional cooperation and reconciliation, and become a contributor to regional and global peace and security. Additionally, we seek to broaden and deepen commercial ties between the United States and Serbia to foster economic growth and innovation so that Serbia may be seen as an attractive location for U.S. businesses and investment.","democracy, rule of law, economic development, regional stability, security"
Sierra Leone,Freetown,8.451833,-13.229636,US,"Sierra Leone relies on significant amounts of foreign assistance from both bilateral and multilateral donors. U.S. assistance supports the government's development efforts to improve the lives of Sierra Leoneans through strategic investments in health service delivery, democracy and governance, and economic growth. The United States works to strengthen democracy, human rights, access to justice, and media freedom by working with Sierra Leoneans to build government accountability, ensure responsive public institutions, strengthen judicial processes, and promote strong democratic norms and processes. In the health sector, the U.S. supports the expansion and scale-up of lifesaving, high impact, health interventions in the areas of maternal and child health, family planning, neglected tropical diseases, and malaria prevention and control. The U.S. also provides technical assistance, commodities and equipment to Sierra Leone's primary health care delivery system and the community health worker program.","health, democracy, human rights, justice, media freedom, family planning, malaria"
Singapore,Singapore,1.305323,103.820462,US,"The United States and Singapore work together for greater impact in the region and across the globe. The two countries hold an annual Strategic Partnership Dialogue to strengthen bilateral cooperation and to discuss ways to expand collaboration in new areas. One mechanism that further strengthens our cooperation for the benefit of the Asia-Pacific region is the Third Country Training Program (TCTP). Aimed at providing technical assistance and training to ASEAN member states, TCTP focuses on connectivity, sustainable development, and regional resilience. Since the TCTP program was established, Singapore and the United States have jointly organized 30 workshops and trained over 1,000 ASEAN member government officials in the areas of trade, environment, health, urban planning, and disaster management, among others.","trade, environment, health, urban planning, disaster management"
Slovakia,Bratislava,48.141434,17.10804,US,"The United States established diplomatic relations with Slovakia in 1993, and provided assistance to support the rebuilding of a healthy democracy and market economy. The United States and Slovakia have strong diplomatic ties and cooperate in the military and law enforcement areas. Slovakia has been a close North Atlantic Treaty Organization (NATO) ally and partner. The two countries have a mutual commitment to freedom and human rights. Slovakia has shared its experience in democratic transition with emerging democracies around the world, and has been a role model for other countries on the path to Euro-Atlantic integration.","democracy, markets, military, law enforcement, NATO, human rights"
Slovenia,Ljubljana,46.052543,14.498646,US,"The U.S. Embassy in Ljubljana conducts diplomatic relations with the Republic of Slovenia and coordinates the activities of all U.S. Government personnel serving in Slovenia. Bilateral cooperation includes political, economic, commercial, defense and security, educational, and exchange activities. The Embassy also provides consular services, including visas for visitors to the United States and passports and other services for United States citizens in Slovenia.","politics, economic development, commerce, defense, security, education"
Somalia,Mogadishu,2.015662,45.31099,US,"The United States maintains regular dialogue with the Federal Government of Somalia (FGS) and other key stakeholders in Somalia through the newly established U.S. Embassy in Somalia located in the embassy of the United States of America in Mogadishu, Somalia.",
South Africa,Cape Town,-34.07529,18.431605,US,"Since the end of apartheid and with the advent of democracy in 1994, the two countries have enjoyed a solid bilateral relationship. South Africa is a strategic partner of the United States, particularly in the areas of health, security, and trade. The two countries share development objectives throughout Africa, and South Africa plays a key economic and political role on the African continent. The United States seeks opportunities for increased U.S.-South African cooperation on regional and international issues. In 2010, the United States and South Africa launched a strategic dialogue aimed at deepening cooperation on a range of issues of mutual interest and concern.","health, security, trade, economic development, policy"
South Africa,Durban,-29.85868,31.02184,US,"Since the end of apartheid and with the advent of democracy in 1994, the two countries have enjoyed a solid bilateral relationship. South Africa is a strategic partner of the United States, particularly in the areas of health, security, and trade. The two countries share development objectives throughout Africa, and South Africa plays a key economic and political role on the African continent. The United States seeks opportunities for increased U.S.-South African cooperation on regional and international issues. In 2010, the United States and South Africa launched a strategic dialogue aimed at deepening cooperation on a range of issues of mutual interest and concern.","health, security, trade, economic development, policy"
South Africa,Johannesburg,-26.111454,28.051649,US,"The U.S. Consulate General in Johannesburg, a branch of the U.S. Diplomatic Mission to South Africa, is located in Sandton and is headed by Consul General Michael A. McCarthy. It is the Mission's representatives to the people in region as well as the business and academic communities.","business, academics"
South Africa,Pretoria,-25.745778,28.223374,US,"Since the end of apartheid and with the advent of democracy in 1994, the two countries have enjoyed a solid bilateral relationship. South Africa is a strategic partner of the United States, particularly in the areas of health, security, and trade. The two countries share development objectives throughout Africa, and South Africa plays a key economic and political role on the African continent. The United States seeks opportunities for increased U.S.-South African cooperation on regional and international issues. In 2010, the United States and South Africa launched a strategic dialogue aimed at deepening cooperation on a range of issues of mutual interest and concern.","health, security, trade, economic development, policy"
South Sudan,Juba,4.855598,31.586155,US,"The United States recognized South Sudan as a sovereign, independent state on July 9, 2011, following its secession from Sudan. Abuses against civilians, including appalling levels of sexual violence, have forced more than four million people to flee their homes and left seven million South Sudanese ,  over half the population ,  in need of humanitarian assistance in 2018. Prospects for peace are uncertain, as South Sudan's government has shown a reluctance to end the fighting or to prioritize the needs of its citizens. The United States has been deeply involved in international efforts to end the conflict.","humanitarian aid, regional conflict"
Spain,Barcelona,41.397448,2.117223,US,"The U.S. Consulate General Barcelona is responsible for a consular district composed of the Spanish regions of Catalonia, Aragon and the Principality of Andorra. The Consul General is the representative of the government of the United States of America within the consular district.  The Consular Section offers services to American citizens.  The Public Diplomacy Section welcomes public and press inquiries about every aspect of the United States and works to foster mutual understanding through exchanges of persons and ideas and by administering cultural programs.  The Political and Economic Section follows important political and economic developments in the consular district and maintains regular contacts with local and regional government representatives, as well as with the Principality of Andorra.","cultural exchange, press, politics, economic development"
Spain,Madrid,40.434799,-3.686892,"US, Afghanistan","The United States Mission in Spain comprises the American Embassy in Madrid and the Consulate General of the United States in Barcelona. The many agencies of the United States Government that constitute the Mission work as a team to advance American interests and promote relations between the American and Spanish governments and people. They shape and carry out American relations with Spain, have an active public diplomacy program, provide consular services to American citizens and visa services to citizens of other countries who wish to visit or who qualify to immigrate to the United States, and promote trade and investment between our two countries. They work with Spanish counterparts to protect shared political, economic, and security interests through multilateral organizations including NATO, the United Nations, and a host of other important bodies. They work closely with the Spanish government on such issues as Afghanistan, the Middle East, commerce and investment, law enforcement cooperation, and European security.","trade, investment, politics, economic development, security, NATO, UN, law enforcement"
Sri Lanka,Colombo,6.913216,79.848496,US,"Relations between the United States and Sri Lanka are based on mutual interests and a shared commitment to the ideals of democratic governance. U.S. policy toward Sri Lanka is characterized by respect for its independence, sovereignty, and moderate nonaligned foreign policy; support for the country's unity, territorial integrity, and democratic institutions; and encouragement of its social and economic development.","democracy, economic development, independence"
Sudan,Khartoum,15.526745,32.608695,US,"The U.S. Mission in Sudan seeks to protect the well-being of U.S. citizens, represent U.S. interests, promote better bilateral relations, and foster friendship between the people of our two countries. We seek to work with the people and government of Sudan to achieve greater democracy, security, and economic progress in the hemisphere and beyond.","democracy, security, economic development"
Suriname,Paramaribo,5.856464,-55.130489,US,"The U.S. Embassy in Suriname aims to promote U.S. interests by strengthening democracy and encouraging the adoption of policies that spur economic growth and development.  The Embassy focuses on strengthening the capabilities of Suriname's legal, judicial, health, education, media, and trade systems through workshops, trainings, donations, information exchange, partnership programs, and promotion of investment opportunities.","economic development, health, education, media, trade"
Sweden,Stockholm,59.333636,18.105431,US,"The American Embassy in Stockholm assists in the promotion of strong bilateral ties between the United States and Sweden and plays an active role in public diplomacy, business services, and traditional diplomatic relations. The mission devotes a large proportion of time to consular matters such as the issuance of visas for travel to the U.S. and services for American citizens. As Sweden and the U.S. are important trading partners, considerable effort is also devoted to the promotion of close business and commercial ties. The interests of the United States and Sweden converge and correspond in many areas. In addition to those cited above, the American Embassy directs its energies to building close ties in economic, commercial, and regional relations.","business, commerce"
Switzerland,Bern,46.943509,7.438304,US,"The Embassy of the United States in Bern manages the official relationship between the United States and the Swiss Confederation and the Principality of Liechtenstein.  In addition to the Department of State, several other U.S. agencies are represented in the Mission including the Department of Defense, the Department of Commerce and the Department of Justice.  U.S. diplomacy in Switzerland and Liechtenstein seeks to promote strong bilateral ties with our hosts and to advance U.S. policy objectives in the heart of Europe.  The Embassy issues visas to travelers and provides protective and emergency services to the American community living and traveling in Switzerland.  The U.S. Mission accomplishes these goals by engaging with counterparts and affiliated organizations in the Swiss Government and the Principality of Liechtenstein and by reaching out to the Swiss public with cooperative projects, educational exchange programs and an active program of public information.","defense, commerce, justice, education"
Switzerland,USUN GENEVA,46.232673,6.137444,"US, Switzerland, Kenya, Austria, Netherlands","The United States Mission to the United Nations in Geneva advances U.S. policy on the front lines of multilateral diplomacy at over 100 international organizations in Geneva. U.S. Mission personnel engage daily on issues as diverse as refugee crises, global health, international law, economic development, trade, the environment, arms control and human rights.","refugee crises, health, international law, economic development, trade, environmental protection, arms control, human rights"
Syria,Damascus,33.519299,36.31345,US,"The United States established diplomatic relations with Syria in 1944 following the U.S. determination that Syria had achieved effective independence from a French-administered mandate. From 1990-2001, the United States and Syria cooperated to a degree on some regional issues, but relations worsened from 2003 to early 2009. The United States supports the UN-facilitated, Syrian-led process mandated by UNSCR 2254. There is no military solution to the Syrian conflict. Since the rise of ISIS in 2014, the U.S. government has worked closely with the Global Coalition to Defeat ISIS to achieve a lasting defeat of the terror group.","UN, ISIS"
Taiwan,AIT Kaohsiung,22.604774,120.30133,US,"The Kaohsiung Branch Office of the American Institute in Taiwan represents U.S. interests in southern Taiwan and endeavors to  strengthen ties between the American people and the people of southern Taiwan through an active program of public diplomacy and outreach.  AIT/K also actively promotes U.S. commercial interests, follows and reports on economic and political developments, and provides essential services to U.S. citizens residing in southern Taiwan.  AIT/K's district includes Chiayi City, Tainan City, Kaohsiung City, Pingtung County, Taitung County, and Penghu County.  This area, roughly one third of the island, has a population of over six million people, including approximately 8,000 American citizens.","commerce, politics, cultural exchange"
Taiwan,AIT Taipei,25.091075,121.559834,US,"The American Institute in Taiwan (AIT) is a non-profit, private corporation established shortly after the United States Government changed its diplomatic recognition from Taipei to Beijing on January 1, 1979. The Department of State, through a contract with the Institute, provides a large part of AIT's funding and guidance in its operations. Congress, in passing the Taiwan Relations Act, also assumed an oversight role with respect to the Institute's operations. AIT's Taipei Main Office with a total staff of over 450 people undertakes a wide range of activities representing U.S. interests, including commercial services, agricultural sales, consular services and cultural exchanges.","commerce, agriculture, cultural exchange"
Tajikistan,Dushanbe,38.580921,68.715237,US,"This U.S. Mission to Tajikistan is committed to promoting American values and advancing America's interests as part of our obligation to the American people and the policy priorities of our President. The Mission is dedicated to peace and stability, promoting economic growth, building good governance, promoting health and education for Tajik society, and increasing mutual understanding and trust between the United States and Tajikistan.","peace, economic development, governance, health, education"
Tanzania,Dar es Salaam,-6.772587,39.26689,US,"The United States Mission to Tanzania assists Tanzanians to build and sustain a healthier, more prosperous and secure nation through accountable, democratic governance which responds effectively to the needs of citizens and acts to curb threats to the security of Tanzania, its neighbors and the wider world. Specifically, the Mission works with Tanzanians to fight HIV/AIDS and malaria, improve infrastructure, increase access to education, and promote economic development. These goals are accomplished through a partnership between Americans and Tanzanians and between their governments.","democracy, HIV/AIDS, malaria, infrastructure, education, economic development"
Thailand,Bangkok,13.741998,100.547024,US,"The U.S. Embassy in Bangkok is one of the largest in the world and is comprised of several dozen sections and agencies. The mission of the United States Embassy is to advance the interests of the United States, and to serve and protect U.S. citizens in Thailand. The Embassy reports and analyzes developments in Thailand of concern to the United States, and advances a broad range of U.S. policy initiatives. The Embassy promotes United States' economic and commercial interests, and the export of American agricultural and industrial products and services, and otherwise assists American business, workers and investors. The Embassy engages the government and a broad range of organizations and individuals in Thailand to promote shared values. Among others, these include individual freedom, human rights and democracy and the rule of law.","commerce, exports, business, freedom, human rights, rule of law"
Thailand,Chiang Mai,18.794422,98.998194,US,"The mission of the U.S. Consulate General in Chiang Mai is to represent the interests of the United States, and to serve and protect U.S. citizens in Northern Thailand. The Consulate promotes the United States' economic relationship with Thailand and American exports to Northern Thailand. The U.S. Government continues to make substantial contributions in support of Royal Thai Government activities to target transnational crime, including narcotics trafficking and trafficking in persons. The Consulate General reports and analyzes significant developments in Northern Thailand and advances a broad range of U.S. policy initiatives, including in the Greater Mekong sub-region and along the Thai-Burma border.  The Consulate General promotes educational and cultural exchanges with Thailand, including the Fulbright Program, International Visitor Leadership Program and Young Southeast Asian Leaders Initiative.  A U.S. Air Force detachment monitors seismic activity in conjunction with the Royal Thai Navy.","exports, crime, trafficking, education, cultural exchange, seismic monitoring"
Timor-Leste,Dili,-8.546512,125.55061,US,"The U.S. Embassy Dili, Timor-Leste was founded in 2002.  The U.S. Mission in Timor-Leste strives to build linkages and friendship between the people of Timor-Leste and the United States of America to help strengthen democracy in Timor-Leste.",democracy
Togo,Lome,6.184992,1.21399,US,"The United States established diplomatic relations with Togo in 1960 following its independence from a French-administered trusteeship. Today Togo is benefitting from economic growth, gradual democratic reform leading to greater transparency, and a steady professionalization of its security sector, due in part to U.S. assistance. The United States and Togo have had generally good relations, and the United States seeks to work with Togo to consolidate democratic gains and economic growth.","democracy, economic development"
Trinidad and Tobago,Port of Spain,10.665843,-61.516796,US,"Trinidad and Tobago is one of the United States' closest partners in the Caribbean region, with vast economic ties, historic military cooperation, and deep cultural and family connections.  The U.S. Embassy in Port of Spain represents the U.S. Government, supporting its policies and programs through bi-lateral engagement, partnership with civil society, and outreach to the general public.  The Embassy's three strategic goals are Security, keeping the people of both our countries safe; Commerce, strengthening trade and encouraging economic growth and entrepreneurship; and Governance, helping build institutions that better serve all people.","outreach, security, commerce, governance"
Tunisia,Tunis,36.850586,10.270467,US,"The mission of the U.S. Embassy in Tunisia is to support Tunisia as it works to consolidate its nascent democracy, develop its economy and strengthen its security capacity.","democracy, economic development, security"
Turkey,Adana,36.983267,35.385076,US,"The Consulate contributes to the goals of Mission Turkey in several ways: most importantly, the Consulate promotes U.S.-Turkish relations through our work in areas of mutual interest, including education and culture.  The Consulate also seeks to enhance trade and economic ties, working jointly with the Foreign Commercial Service and the U.S. Department of Agriculture, both of which have representatives in Ankara. Furthermore, the United States speaks out in Turkey for enhanced democracy and for the protection of human rights.  To advance these objectives, and consistent with diplomatic practice worldwide, Consulate officers follow political and economic developments in the region, meeting regularly with representatives from a wide variety of government and non-governmental organizations.","education, cultural exchange, trade, democracy, human rights"
Turkey,Ankara,39.90833,32.85605,"US, Albania, Bosnia and Herzegovina, Bulgaria, Croatia, Kosovo, Montenegro, North Macedonia, Romania, Serbia, Slovenia, Armenia, Azerbaijan, Georgia, Russia","The goal of the American Mission in Turkey is to promote the objectives and protect the interests of the United States and its citizens in the Republic of Turkey. The American Mission is also devoted to helping American citizens and American organizations living and working or visiting in Turkey. In addition, the U.S. speaks out in Turkey for enhanced democracy and for the protection of human rights. The United States and Turkey also work together to fight terrorism; to pursue peace in the Middle East, the Balkans, and the Caucasus; to fight drug trafficking and money laundering; to bring Caspian basin oil and gas to world markets via pipelines through Turkey; and to maintain close defense cooperation.","democracy, human rights, terrorism, peace, trafficking, money laundering, oil, gas, defense"
Turkey,Istanbul,41.118206,29.046735,US,"Several agencies of the United States Government that constitute the U.S. Consulate in Istanbul work as a team to promote relations between the American and Turkish government and people. They carry out American relations with Turkey, have an active public diplomacy program, provide consular services to American citizens and visa services to citizens of Turkey and other countries who wish to visit or who qualify to immigrate to the United States, and foster trade and investment between two countries. They work with their counterparts to protect our mutual political, economic, and security interests through various multilateral organizations. The American Mission is also devoted to helping American citizens and American organizations living/working in or visiting Turkey.","politics, economic development, security"
Turkmenistan,Ashgabat,37.94144,58.388173,US,"The U.S. Embassy in Turkmenistan opened on March 17, 1992. Since then the Embassy has sought continued engagement and cooperation with Turkmenistan on a broad range of issues including education, culture, economic reform, energy, border security, counter-narcotics, health and legal reforms. The U.S. Embassy also implements a variety of programs to promote better understanding between the people of the United States and Turkmenistan.","education, cultural exchange, economic development, energy, border security, narcotics, health, legal reforms"
Uganda,Kampala,0.300067,32.592028,US,"The United States established diplomatic relations with Uganda in 1962, following Uganda's formal independence from the United Kingdom. In the post-independence period, the country endured despotism and near economic collapse. The human rights abuses of several Ugandan governments strained U.S. relations with Uganda. Uganda faces numerous challenges that could affect future stability, including explosive population growth, power and infrastructure constraints, corruption, underdeveloped democratic institutions, and human rights deficits. Uganda has been a reliable partner for the United States in promoting stability in the Horn and East/Central Africa and in combatting terror, particularly through its contribution to the African Union Mission in Somalia.","terrorism, human rights"
Ukraine,Kyiv,50.46488,30.432222,US,"The United States established diplomatic relations with Ukraine in 1991, following its independence from the Soviet Union. The United States attaches great importance to the success of Ukraine's transition to a modern democratic state with a flourishing market economy. U.S. policy is centered on realizing and strengthening a democratic, prosperous, and secure Ukraine more closely integrated into Europe and Euro-Atlantic structures. The U.S.-Ukraine Charter on Strategic Partnership highlights the importance of the bilateral relationship and outlines enhanced cooperation in the areas of defense, security, economics and trade, energy security, democracy, and cultural exchanges. It also emphasizes the continued commitment of the United States to support enhanced engagement between the North Atlantic Treaty Organization (NATO) and Ukraine. To fulfill one of the key tenets of the charter, the two countries have established the Strategic Partnership Commission.","democracy, economic development, defense, security, energy, cultural exchange, NATO"
United Arab Emirates,Abu Dhabi,24.424022,54.433639,US,"The United States has had friendly relations with the United Arab Emirates (U.A.E.) since 1971, following its formation and independence from the United Kingdom. The two countries established formal diplomatic relations in 1972. The U.A.E. plays an influential role in the Middle East, and is a key partner for the United States. The United States and the U.A.E. enjoy strong bilateral cooperation on a full range of issues including defense, nonproliferation, trade, law enforcement, energy policy, and cultural exchange. The two countries work together to promote peace and security, support economic growth, and improve educational opportunities in the region and around the world.","defense, nonproliferation, trade, law enforcement, energy, cultural exchange, peace, security, economic development, education"
United Arab Emirates,Dubai,25.258532,55.309086,US,"The United States has had friendly relations with the United Arab Emirates (U.A.E.) since 1971, following its formation and independence from the United Kingdom. The two countries established formal diplomatic relations in 1972. The U.A.E. plays an influential role in the Middle East, and is a key partner for the United States. The United States and the U.A.E. enjoy strong bilateral cooperation on a full range of issues including defense, nonproliferation, trade, law enforcement, energy policy, and cultural exchange. The two countries work together to promote peace and security, support economic growth, and improve educational opportunities in the region and around the world.","defense, nonproliferation, trade, law enforcement, energy, cultural exchange, peace, security, economic development, education"
United Kingdom,Belfast,54.57151,-5.943756,US,"The United States has no closer ally than the United Kingdom, and British foreign policy emphasizes close coordination with the United States. Bilateral cooperation reflects the common language, ideals, and democratic practices of the two nations. Relations were strengthened by the United Kingdom's alliance with the United States during both World Wars, in the Korean conflict, in the Persian Gulf War, in Operation Iraqi Freedom, and in Afghanistan, as well as through its role as a founding member of the North Atlantic Treaty Organization (NATO). The United Kingdom and the United States continually consult on foreign policy issues and global problems and share major foreign and security policy objectives.","democracy, NATO, security, foreign policy"
United Kingdom,Edinburgh,55.954446,-3.176987,US,"The United States has no closer ally than the United Kingdom, and British foreign policy emphasizes close coordination with the United States. Bilateral cooperation reflects the common language, ideals, and democratic practices of the two nations. Relations were strengthened by the United Kingdom's alliance with the United States during both World Wars, in the Korean conflict, in the Persian Gulf War, in Operation Iraqi Freedom, and in Afghanistan, as well as through its role as a founding member of the North Atlantic Treaty Organization (NATO). The United Kingdom and the United States continually consult on foreign policy issues and global problems and share major foreign and security policy objectives.","democracy, NATO, security, foreign policy"
United Kingdom,London,51.482639,-0.132241,US,"The United States has no closer ally than the United Kingdom, and British foreign policy emphasizes close coordination with the United States. Bilateral cooperation reflects the common language, ideals, and democratic practices of the two nations. Relations were strengthened by the United Kingdom's alliance with the United States during both World Wars, in the Korean conflict, in the Persian Gulf War, in Operation Iraqi Freedom, and in Afghanistan, as well as through its role as a founding member of the North Atlantic Treaty Organization (NATO). The United Kingdom and the United States continually consult on foreign policy issues and global problems and share major foreign and security policy objectives.","democracy, NATO, security, foreign policy"
Uruguay,Montevideo,-34.913352,-56.176748,"US, Congo, Haiti","The United States established diplomatic relations with Uruguay in 1867. The relationship between the United States and Uruguay is strong. The two countries share important values, including a commitment to democracy, rule of law, sound economic policies, strong labor rights, environmental protection, investment in people, the desire to see the peaceful resolution of disputes between nations, and a commitment to the multilateral system. Uruguay is a constructive partner that plays an important role in promoting regional stability and democracy. The country often serves as a consensus builder and mediator in international institutions. It is a partner in conflict resolution, contributing to peacekeeping missions worldwide. The United States values Uruguay's contributions to improving security in Haiti and the Democratic Republic of the Congo, as well as in other difficult locations throughout the world.","democracy, rule of law, environmental protection, peace, regional stability, security"
Uzbekistan,Tashkent,41.366717,69.272967,US,"The Embassy includes representatives of eight U.S. Government departments or agencies, including the Departments of State, Agriculture and Defense as well as USAID, Customs and CDC. Through the U.S. Agency for International Development (USAID) and the Embassy's Public Affairs Section, the U.S. Government supports educational and professional exchanges and other programs that offer Uzbeks the opportunity to study in the United States and to establish professional contacts with their American counterparts. The Departments of State and Defense provide technical assistance in the form of equipment and training to enhance Uzbekistan's control over its borders and its capabilities to interdict the illicit movement of narcotics, people, and goods, including potential weapons of mass destruction-related items.","education, professional development, border security, narcotics"
Venezuela,Caracas,10.478235,-66.871349,US,"The goal of the Embassy of the United States in Venezuela is to deepen ties of cooperation and understanding between our two nations, through the promotion of commercial exchange, people-to-people ties, and economic, educational, artistic, sports and cultural activities.","commerce, education, art, sports, cultural exchange"
Vietnam,Hanoi,21.022055,105.81907,US,"The United States supports a strong, independent, and prosperous Vietnam that respects human rights and the rule of law. This partnership underscores the enduring U.S. commitment to the Asia-Pacific and provides a mechanism to facilitate cooperation in areas including political and diplomatic relations, trade and economic ties, defense and security, science and technology, education and training, environment and health, humanitarian assistance/disaster relief, war legacy issues, protection and promotion of human rights, people-to-people ties, and culture, sports, and tourism. The United States supports Vietnam's law enforcement professionalization, regional cross-border cooperation, and implementation of international conventions and standards. Vietnam is a partner in nonproliferation regimes, including the Global Initiative to Combat Nuclear Terrorism, and takes advantage of expertise, equipment, and training available under the Export Control and Related Border Security program. The United States and Vietnam hold annual dialogues on labor and human rights.","policy, trade, defense, security, science, technology, education, health, environmental protection, humanitarian aid, war legacy, human rights, sports, tourism, cultural exchange, nonproliferation, labor"
Vietnam,Ho Chi Minh City,10.782811,106.6999,US,"The United States supports a strong, independent, and prosperous Vietnam that respects human rights and the rule of law. This partnership underscores the enduring U.S. commitment to the Asia-Pacific and provides a mechanism to facilitate cooperation in areas including political and diplomatic relations, trade and economic ties, defense and security, science and technology, education and training, environment and health, humanitarian assistance/disaster relief, war legacy issues, protection and promotion of human rights, people-to-people ties, and culture, sports, and tourism. The United States supports Vietnam's law enforcement professionalization, regional cross-border cooperation, and implementation of international conventions and standards. Vietnam is a partner in nonproliferation regimes, including the Global Initiative to Combat Nuclear Terrorism, and takes advantage of expertise, equipment, and training available under the Export Control and Related Border Security program. The United States and Vietnam hold annual dialogues on labor and human rights.","policy, trade, defense, security, science, technology, education, health, environmental protection, humanitarian aid, war legacy, human rights, sports, tourism, cultural exchange, nonproliferation, labor"
Yemen,Sanaa,15.373938,44.228989,US,"U.S. Embassy Sanaa suspended operations in February 2015. The ongoing conflict exacerbated already high levels of need in Yemen, pushing the country into a humanitarian crisis. The U.S. government has provided more than $721 million in humanitarian assistance to Yemen since the beginning of fiscal year 2017.",humanitarian aid
